,Admin,State,Lat,Longt,Population,Date,Deaths
1605,Mercer,Missouri,40.42212303,-93.56829590000001,3617,2020-09-23,0
1606,Miller,Missouri,38.21450288,-92.42610898,25619,2020-09-23,1
1607,Mississippi,Missouri,36.82516239,-89.29505753,13180,2020-09-23,3
1608,Moniteau,Missouri,38.63571781,-92.57976951,16132,2020-09-23,4
1609,Monroe,Missouri,39.49593978,-92.00043978,8644,2020-09-23,0
1610,Montgomery,Missouri,38.94022054,-91.47000721,11551,2020-09-23,1
1611,Morgan,Missouri,38.4181765,-92.88791859,20627,2020-09-23,1
1612,New Madrid,Missouri,36.59666326,-89.66070007,17076,2020-09-23,16
1613,Newton,Missouri,36.90519407,-94.3394104,58236,2020-09-23,14
1614,Nodaway,Missouri,40.36079813,-94.88133008,22092,2020-09-23,9
1615,Oregon,Missouri,36.68710164,-91.4033755,10529,2020-09-23,0
1616,Osage,Missouri,38.46036182,-91.8613635,13615,2020-09-23,2
1617,Out of MO,Missouri,0.0,0.0,0,2020-09-23,0
1618,Ozark,Missouri,36.64916339,-92.44459066,9174,2020-09-23,0
1619,Pemiscot,Missouri,36.2130572,-89.78742322,15805,2020-09-23,9
1620,Perry,Missouri,37.70660776,-89.82741088,19136,2020-09-23,4
1621,Pettis,Missouri,38.72798918,-93.28471706,42339,2020-09-23,10
1622,Phelps,Missouri,37.87736118,-91.79351727,44573,2020-09-23,7
1623,Pike,Missouri,39.34310674,-91.16980779,18302,2020-09-23,3
1624,Platte,Missouri,39.38154439,-94.77068479,104418,2020-09-23,10
1625,Polk,Missouri,37.616229600000004,-93.39828174,32149,2020-09-23,3
1626,Pulaski,Missouri,37.82462075,-92.20783203,52607,2020-09-23,5
1627,Putnam,Missouri,40.47942497,-93.02042674,4696,2020-09-23,1
1628,Ralls,Missouri,39.52817427,-91.51838643,10309,2020-09-23,0
1629,Randolph,Missouri,39.44007257,-92.49713740000001,24748,2020-09-23,3
1630,Ray,Missouri,39.353746799999996,-93.98905745,23018,2020-09-23,0
1631,Reynolds,Missouri,37.36085952,-90.97009925,6270,2020-09-23,0
1632,Ripley,Missouri,36.65460667,-90.85990261,13288,2020-09-23,1
1633,Saline,Missouri,39.13734288,-93.20259964,22761,2020-09-23,9
1634,Schuyler,Missouri,40.46921489,-92.52311943,4660,2020-09-23,0
1635,Scotland,Missouri,40.45214695,-92.14709064,4902,2020-09-23,1
1636,Scott,Missouri,37.05588075,-89.56474493,38280,2020-09-23,16
1637,Shannon,Missouri,37.15772072,-91.40190382,8166,2020-09-23,1
1638,Shelby,Missouri,39.79742518,-92.07634971,5930,2020-09-23,1
1639,St. Charles,Missouri,38.77875681,-90.66662425,402022,2020-09-23,115
1640,St. Clair,Missouri,38.03699437,-93.77631447,9397,2020-09-23,0
1641,St. Francois,Missouri,37.81214171,-90.47598685,67215,2020-09-23,9
1642,St. Louis,Missouri,38.63770039999999,-90.4458375,994205,2020-09-23,788
1643,St. Louis City,Missouri,38.63555736,-90.24349225,300576,2020-09-23,195
1644,Ste. Genevieve,Missouri,37.89090059,-90.1949941,17894,2020-09-23,1
1645,Stoddard,Missouri,36.85571651,-89.9444155,29025,2020-09-23,12
1646,Stone,Missouri,36.75000327,-93.45256475,31952,2020-09-23,4
1647,Sullivan,Missouri,40.2099105,-93.11150106,6089,2020-09-23,0
1648,Taney,Missouri,36.65465345,-93.04075153,55928,2020-09-23,31
1649,Texas,Missouri,37.31728859,-91.96564727,25398,2020-09-23,2
1650,Unassigned,Missouri,0.0,0.0,0,2020-09-23,0
1651,Vernon,Missouri,37.8457799,-94.34127305,20563,2020-09-23,1
1652,Warren,Missouri,38.76529479,-91.16124662,35649,2020-09-23,0
1653,Washington,Missouri,37.96130078,-90.87948158,24730,2020-09-23,10
1654,Wayne,Missouri,37.11303869,-90.46001416,12873,2020-09-23,0
1655,Webster,Missouri,37.2813734,-92.876329,39592,2020-09-23,3
1656,Worth,Missouri,40.47945588,-94.42328751,2013,2020-09-23,0
1657,Wright,Missouri,37.27029221,-92.46914488,18289,2020-09-23,0
1658,Beaverhead,Montana,45.13434354,-112.89846940000001,9453,2020-09-23,1
1659,Big Horn,Montana,45.42335905,-107.492347,13319,2020-09-23,22
1660,Blaine,Montana,48.43175214,-108.9582723,6681,2020-09-23,0
1661,Broadwater,Montana,46.33277565,-111.49558130000001,6237,2020-09-23,0
1662,Carbon,Montana,45.22850116,-109.0274047,10725,2020-09-23,0
1663,Carter,Montana,45.5197966,-104.53955359999999,1252,2020-09-23,0
1664,Cascade,Montana,47.30797024,-111.3467922,81366,2020-09-23,5
1665,Chouteau,Montana,47.88084126,-110.4353362,5635,2020-09-23,0
1666,Custer,Montana,46.25319932,-105.57375259999998,11402,2020-09-23,2
1667,Daniels,Montana,48.78420029,-105.54763429999998,1690,2020-09-23,0
1668,Dawson,Montana,47.26584855,-104.89444170000002,8613,2020-09-23,1
1669,Deer Lodge,Montana,46.05953325,-113.073353,9140,2020-09-23,0
1670,Fallon,Montana,46.33478338,-104.41835649999999,2846,2020-09-23,0
1671,Fergus,Montana,47.26331584,-109.2245206,11050,2020-09-23,1
1672,Flathead,Montana,48.29575866,-114.05205690000001,103806,2020-09-23,16
1673,Gallatin,Montana,45.54486106,-111.1692571,114434,2020-09-23,4
1674,Garfield,Montana,47.27545948,-107.0002351,1258,2020-09-23,0
1675,Glacier,Montana,48.70513576,-112.9934235,13753,2020-09-23,1
1676,Golden Valley,Montana,46.3816474,-109.17685220000001,821,2020-09-23,0
1677,Granite,Montana,46.406052200000005,-113.4414186,3379,2020-09-23,0
1678,Hill,Montana,48.62879827,-110.1129252,16484,2020-09-23,3
1679,Jefferson,Montana,46.14907081,-112.094396,12221,2020-09-23,0
1680,Judith Basin,Montana,47.04581276,-110.26606880000001,2007,2020-09-23,0
1681,Lake,Montana,47.64514965,-114.0898013,30458,2020-09-23,1
1682,Lewis and Clark,Montana,47.12610041,-112.39469799999999,69432,2020-09-23,3
1683,Liberty,Montana,48.56084317,-111.02430700000001,2337,2020-09-23,0
1684,Lincoln,Montana,48.54265777,-115.4046155,19980,2020-09-23,3
1685,Madison,Montana,45.30080065,-111.9173017,8600,2020-09-23,1
1686,McCone,Montana,47.64469406,-105.79449939999999,1664,2020-09-23,0
1687,Meagher,Montana,46.59907074,-110.8898557,1862,2020-09-23,2
1688,Mineral,Montana,47.15283992,-115.00152390000001,4397,2020-09-23,0
1689,Missoula,Montana,47.03728583,-113.92135079999998,119600,2020-09-23,3
1690,Musselshell,Montana,46.49684637,-108.39498,4633,2020-09-23,1
1691,Out of MT,Montana,0.0,0.0,0,2020-09-23,0
1692,Park,Montana,45.48965095,-110.52643940000002,16606,2020-09-23,0
1693,Petroleum,Montana,47.118246299999996,-108.2508876,487,2020-09-23,0
1694,Phillips,Montana,48.25936577,-107.9128511,3954,2020-09-23,0
1695,Pondera,Montana,48.22773388,-112.22527029999999,5911,2020-09-23,0
1696,Powder River,Montana,45.39617714,-105.636738,1682,2020-09-23,0
1697,Powell,Montana,46.85538891,-112.93591640000001,6890,2020-09-23,0
1698,Prairie,Montana,46.86048047,-105.379384,1077,2020-09-23,0
1699,Ravalli,Montana,46.08520862,-114.11891640000002,43806,2020-09-23,2
1700,Richland,Montana,47.78668011,-104.5610786,10803,2020-09-23,2
1701,Roosevelt,Montana,48.29607488,-105.00792679999999,11004,2020-09-23,1
1702,Rosebud,Montana,46.23397237,-106.72928799999998,8937,2020-09-23,18
1703,Sanders,Montana,47.67657534,-115.1329916,12113,2020-09-23,1
1704,Sheridan,Montana,48.72085833,-104.50382900000001,3309,2020-09-23,0
1705,Silver Bow,Montana,45.90018933,-112.6620092,34915,2020-09-23,0
1706,Stillwater,Montana,45.67071407,-109.3950061,9642,2020-09-23,2
1707,Sweet Grass,Montana,45.81367654,-109.9425686,3737,2020-09-23,1
1708,Teton,Montana,47.83741052,-112.24106880000001,6147,2020-09-23,0
1709,Toole,Montana,48.65577551,-111.69424140000001,4736,2020-09-23,6
1710,Treasure,Montana,46.209732200000005,-107.26665159999999,696,2020-09-23,0
1711,Unassigned,Montana,0.0,0.0,0,2020-09-23,0
1712,Valley,Montana,48.36435097,-106.6669635,7396,2020-09-23,0
1713,Wheatland,Montana,46.46652491,-109.84646359999999,2126,2020-09-23,0
1714,Wibaux,Montana,46.95925154,-104.2510927,969,2020-09-23,0
1715,Yellowstone,Montana,45.93955949,-108.26914860000001,161300,2020-09-23,62
1716,Adams,Nebraska,40.52449420000001,-98.50117804,31363,2020-09-23,12
1717,Antelope,Nebraska,42.17695516,-98.06662829999999,6298,2020-09-23,1
1718,Arthur,Nebraska,41.56896142,-101.6959559,463,2020-09-23,0
1719,Banner,Nebraska,41.54634427,-103.7114332,745,2020-09-23,0
1720,Blaine,Nebraska,41.91311716,-99.97677845,465,2020-09-23,0
1721,Boone,Nebraska,41.70759415,-98.06737183,5192,2020-09-23,0
1722,Box Butte,Nebraska,42.22079243,-103.08788340000001,10783,2020-09-23,1
1723,Boyd,Nebraska,42.899727399999996,-98.76486568,1919,2020-09-23,0
1724,Brown,Nebraska,42.43018907,-99.92904055,2955,2020-09-23,0
1725,Buffalo,Nebraska,40.85486962,-99.07500296,49659,2020-09-23,4
1726,Burt,Nebraska,41.85056773,-96.32605633,6459,2020-09-23,0
1727,Butler,Nebraska,41.22703692,-97.13106306,8016,2020-09-23,1
1728,Cass,Nebraska,40.90899107,-96.13971217,26248,2020-09-23,2
1729,Cedar,Nebraska,42.598885100000004,-97.25311951,8402,2020-09-23,0
1730,Chase,Nebraska,40.523719799999995,-101.69780259999999,3924,2020-09-23,0
1731,Cherry,Nebraska,42.54502621,-101.1244332,5689,2020-09-23,4
1732,Cheyenne,Nebraska,41.21999357,-102.9941693,8910,2020-09-23,0
1733,Clay,Nebraska,40.52439441,-98.05126296,6203,2020-09-23,0
1734,Colfax,Nebraska,41.57486951,-97.0868542,10709,2020-09-23,5
1735,Cuming,Nebraska,41.91637624,-96.78730772,8846,2020-09-23,0
1736,Custer,Nebraska,41.39374521,-99.72805369,10777,2020-09-23,4
1737,Dakota,Nebraska,42.39040144,-96.56656425,20026,2020-09-23,43
1738,Dawes,Nebraska,42.71985036,-103.1313774,8589,2020-09-23,0
1739,Dawson,Nebraska,40.87028216,-99.82014609999999,23595,2020-09-23,12
1740,Deuel,Nebraska,41.11168186,-102.33333309999999,1794,2020-09-23,0
1741,Dixon,Nebraska,42.49188363,-96.86782408,5636,2020-09-23,2
1742,Dodge,Nebraska,41.58071748,-96.65598179,36565,2020-09-23,11
1743,Douglas,Nebraska,41.29518299,-96.15085305,571327,2020-09-23,190
1744,Dundy,Nebraska,40.17638677,-101.6876522,1693,2020-09-23,1
1745,Fillmore,Nebraska,40.52458567,-97.59646937,5462,2020-09-23,1
1746,Franklin,Nebraska,40.17636348,-98.95299073,2979,2020-09-23,0
1747,Frontier,Nebraska,40.52993007,-100.3924658,2627,2020-09-23,0
1748,Furnas,Nebraska,40.17642064,-99.91247454,4676,2020-09-23,1
1749,Gage,Nebraska,40.26186809,-96.68946704,21513,2020-09-23,5
1750,Garden,Nebraska,41.61703149,-102.3313973,1837,2020-09-23,0
1751,Garfield,Nebraska,41.91428955,-98.99111827,1969,2020-09-23,0
1752,Gosper,Nebraska,40.51481965,-99.83020279,1990,2020-09-23,0
1753,Grant,Nebraska,41.91528587,-101.740701,623,2020-09-23,0
1754,Greeley,Nebraska,41.56742671,-98.52150266,2356,2020-09-23,0
1755,Hall,Nebraska,40.87257079,-98.50218293,61353,2020-09-23,47
1756,Hamilton,Nebraska,40.87349452,-98.02099117,9324,2020-09-23,12
1757,Harlan,Nebraska,40.17658508,-99.40438879,3380,2020-09-23,0
1758,Hayes,Nebraska,40.52451972,-101.0603568,922,2020-09-23,0
1759,Hitchcock,Nebraska,40.17609175,-101.04164770000001,2762,2020-09-23,0
1760,Holt,Nebraska,42.45522056,-98.78402558,10067,2020-09-23,1
1761,Hooker,Nebraska,41.91586243,-101.1354293,682,2020-09-23,0
1762,Howard,Nebraska,41.2200529,-98.5166499,6445,2020-09-23,5
1763,Jefferson,Nebraska,40.17584531,-97.142601,7046,2020-09-23,0
1764,Johnson,Nebraska,40.39257596,-96.26522753,5071,2020-09-23,0
1765,Kearney,Nebraska,40.50663314,-98.94877182,6495,2020-09-23,0
1766,Keith,Nebraska,41.19930341,-101.66201640000001,8034,2020-09-23,0
1767,Keya Paha,Nebraska,42.87990694,-99.71343729,806,2020-09-23,0
1768,Kimball,Nebraska,41.19774275,-103.7148131,3632,2020-09-23,0
1769,Knox,Nebraska,42.63758421,-97.89178836,8332,2020-09-23,0
1770,Lancaster,Nebraska,40.78416049,-96.68777155,319090,2020-09-23,24
1771,Lincoln,Nebraska,41.04658298,-100.74753740000001,34914,2020-09-23,2
1772,Logan,Nebraska,41.56650314,-100.4817851,748,2020-09-23,0
1773,Loup,Nebraska,41.91371961,-99.45440415,664,2020-09-23,0
1774,Madison,Nebraska,41.91676024,-97.6005481,35099,2020-09-23,5
1775,McPherson,Nebraska,41.56797682,-101.05993620000001,494,2020-09-23,0
1776,Merrick,Nebraska,41.16624273,-98.0374887,7755,2020-09-23,1
1777,Morrill,Nebraska,41.71711774,-103.0061405,4642,2020-09-23,0
1778,Nance,Nebraska,41.39750195,-97.99327291,3519,2020-09-23,0
1779,Nemaha,Nebraska,40.38514847,-95.85433992,6972,2020-09-23,0
1780,Nuckolls,Nebraska,40.17637905,-98.04743961,4148,2020-09-23,0
1781,Otoe,Nebraska,40.64843556,-96.13374142,16012,2020-09-23,1
1782,Out of NE,Nebraska,0.0,0.0,0,2020-09-23,0
1783,Pawnee,Nebraska,40.13141096,-96.23705437,2613,2020-09-23,0
1784,Perkins,Nebraska,40.85082525,-101.6502942,2891,2020-09-23,10
1785,Phelps,Nebraska,40.51156033,-99.41461667,9034,2020-09-23,0
1786,Pierce,Nebraska,42.26434853,-97.60122773,7148,2020-09-23,8
1787,Platte,Nebraska,41.57246836,-97.52144359,33470,2020-09-23,3
1788,Polk,Nebraska,41.18813488,-97.56630712,5213,2020-09-23,1
1789,Red Willow,Nebraska,40.17556879999999,-100.476998,10724,2020-09-23,0
1790,Richardson,Nebraska,40.1247415,-95.71755036,7865,2020-09-23,1
1791,Rock,Nebraska,42.42252217,-99.44832069,1357,2020-09-23,1
1792,Saline,Nebraska,40.52418865,-97.14085859,14224,2020-09-23,2
1793,Sarpy,Nebraska,41.11314181,-96.11156432,187196,2020-09-23,15
1794,Saunders,Nebraska,41.227810299999994,-96.63773905,21578,2020-09-23,3
1795,Scotts Bluff,Nebraska,41.85070896,-103.70809859999999,35618,2020-09-23,8
1796,Seward,Nebraska,40.87241834,-97.139673,17284,2020-09-23,3
1797,Sheridan,Nebraska,42.50284406,-102.4126613,5246,2020-09-23,0
1798,Sherman,Nebraska,41.22045983,-98.97588642,3001,2020-09-23,1
1799,Sioux,Nebraska,42.48932059,-103.7576544,1166,2020-09-23,0
1800,Stanton,Nebraska,41.9169835,-97.19394708,5920,2020-09-23,0
1801,Thayer,Nebraska,40.17626377,-97.59504381,5003,2020-09-23,0
1802,Thomas,Nebraska,41.91358968,-100.5556632,722,2020-09-23,0
1803,Thurston,Nebraska,42.15725356,-96.54157099,7224,2020-09-23,4
1804,Unassigned,Nebraska,0.0,0.0,0,2020-09-23,0
1805,Valley,Nebraska,41.56730777,-98.98197724,4158,2020-09-23,0
1806,Washington,Nebraska,41.52815707,-96.22019892,20729,2020-09-23,2
1807,Wayne,Nebraska,42.20934475,-97.11926964,9385,2020-09-23,0
1808,Webster,Nebraska,40.17642643,-98.50019851,3487,2020-09-23,0
1809,Wheeler,Nebraska,41.91482725,-98.52798941,783,2020-09-23,0
1810,York,Nebraska,40.87272618,-97.59710186,13679,2020-09-23,2
1811,Carson City,Nevada,39.15509045,-119.7480219,55916,2020-09-23,8
1812,Churchill,Nevada,39.58105744,-118.3394607,24909,2020-09-23,3
1813,Clark,Nevada,36.21458855,-115.0130241,2266715,2020-09-23,1353
1814,Douglas,Nevada,38.912862,-119.61713329999999,48905,2020-09-23,1
1815,Elko,Nevada,41.14531606,-115.3577619,52778,2020-09-23,9
1816,Esmeralda,Nevada,37.78436681,-117.63199990000001,873,2020-09-23,0
1817,Eureka,Nevada,39.98100864,-116.26832040000001,2029,2020-09-23,0
1818,Humboldt,Nevada,41.40692186,-118.11094270000001,16831,2020-09-23,4
1819,Lander,Nevada,39.933223299999995,-117.03970749999999,5532,2020-09-23,1
1820,Lincoln,Nevada,37.64268459,-114.8790388,5183,2020-09-23,0
1821,Lyon,Nevada,39.01777974,-119.18704790000001,57510,2020-09-23,7
1822,Mineral,Nevada,38.53841696,-118.4344506,4505,2020-09-23,0
1823,Nye,Nevada,38.04264256,-116.47227020000001,46523,2020-09-23,15
1824,Out of NV,Nevada,0.0,0.0,0,2020-09-23,0
1825,Pershing,Nevada,40.44003782,-118.40056409999998,6725,2020-09-23,0
1826,Storey,Nevada,39.44875482,-119.5250207,4123,2020-09-23,0
1827,Unassigned,Nevada,0.0,0.0,0,2020-09-23,0
1828,Washoe,Nevada,40.66562265,-119.6631594,471519,2020-09-23,154
1829,White Pine,Nevada,39.44157041,-114.89996599999999,9580,2020-09-23,1
1830,Belknap,New Hampshire,43.51637314,-71.41684235,61303,2020-09-23,4
1831,Carroll,New Hampshire,43.87498583,-71.20430216,48910,2020-09-23,2
1832,Cheshire,New Hampshire,42.92015988,-72.25311043,76085,2020-09-23,3
1833,Coos,New Hampshire,44.69063265,-71.30633239,31563,2020-09-23,0
1834,Grafton,New Hampshire,43.93779815,-71.82057197,89886,2020-09-23,1
1835,Hillsborough,New Hampshire,42.91537785,-71.7200253,417025,2020-09-23,288
1836,Merrimack,New Hampshire,43.29662971,-71.6811573,151391,2020-09-23,23
1837,Out of NH,New Hampshire,0.0,0.0,0,2020-09-23,0
1838,Rockingham,New Hampshire,42.98499744,-71.12883377,309769,2020-09-23,103
1839,Strafford,New Hampshire,43.291833000000004,-71.02336013,130633,2020-09-23,13
1840,Sullivan,New Hampshire,43.36094111,-72.22203125,43146,2020-09-23,1
1841,Unassigned,New Hampshire,0.0,0.0,0,2020-09-23,0
1842,Atlantic,New Jersey,39.47538693,-74.65848483,263670,2020-09-23,256
1843,Bergen,New Jersey,40.96010917,-74.07164325,932202,2020-09-23,2044
1844,Burlington,New Jersey,39.87681124,-74.66927768,445349,2020-09-23,494
1845,Camden,New Jersey,39.80343818,-74.96388753,506471,2020-09-23,606
1846,Cape May,New Jersey,39.15008829,-74.80170244,92039,2020-09-23,95
1847,Cumberland,New Jersey,39.37199394,-75.10712559,149527,2020-09-23,157
1848,Essex,New Jersey,40.78681335,-74.24657979,798975,2020-09-23,2127
1849,Gloucester,New Jersey,39.71581067,-75.13995546,291636,2020-09-23,226
1850,Hudson,New Jersey,40.73766234,-74.07515667,672391,2020-09-23,1513
1851,Hunterdon,New Jersey,40.56335249,-74.91284156,124371,2020-09-23,125
1852,Mercer,New Jersey,40.28047017,-74.70479631,367430,2020-09-23,635
1853,Middlesex,New Jersey,40.43629879,-74.41426991,825062,2020-09-23,1425
1854,Monmouth,New Jersey,40.26549699,-74.22240686,618795,2020-09-23,865
1855,Morris,New Jersey,40.86095313,-74.54553709999999,491845,2020-09-23,831
1856,Ocean,New Jersey,39.8895449,-74.28089251,607186,2020-09-23,1044
1857,Out of NJ,New Jersey,0.0,0.0,0,2020-09-23,0
1858,Passaic,New Jersey,41.03238628,-74.29954144,501826,2020-09-23,1252
1859,Salem,New Jersey,39.58719656,-75.34696629999999,62385,2020-09-23,90
1860,Somerset,New Jersey,40.56465737,-74.61683016,328934,2020-09-23,572
1861,Sussex,New Jersey,41.13891592,-74.69118243,140488,2020-09-23,198
1862,Unassigned,New Jersey,0.0,0.0,0,2020-09-23,0
1863,Union,New Jersey,40.65835409,-74.30680092,556341,2020-09-23,1356
1864,Warren,New Jersey,40.85951833,-74.99556527,105267,2020-09-23,171
1865,Bernalillo,New Mexico,35.05163625,-106.6703554,679121,2020-09-23,173
1866,Catron,New Mexico,33.91514144,-108.4046587,3527,2020-09-23,1
1867,Chaves,New Mexico,33.36406072,-104.4665365,64615,2020-09-23,11
1868,Cibola,New Mexico,34.91131525,-107.998876,26675,2020-09-23,20
1869,Colfax,New Mexico,36.60569702,-104.64726740000002,11941,2020-09-23,1
1870,Curry,New Mexico,34.57421077,-103.34688759999999,48954,2020-09-23,5
1871,De Baca,New Mexico,34.34274529,-104.4117842,1748,2020-09-23,0
1872,Dona Ana,New Mexico,32.35275771,-106.83293870000001,218195,2020-09-23,54
1873,Eddy,New Mexico,32.47167456,-104.3053527,58460,2020-09-23,7
1874,Grant,New Mexico,32.73911281,-108.3827845,26998,2020-09-23,2
1875,Guadalupe,New Mexico,34.86319296,-104.790669,4300,2020-09-23,1
1876,Harding,New Mexico,35.85751555,-103.82209379999999,625,2020-09-23,0
1877,Hidalgo,New Mexico,31.91383467,-108.7151824,4198,2020-09-23,2
1878,Lea,New Mexico,32.79215361,-103.4123733,71070,2020-09-23,22
1879,Lincoln,New Mexico,33.74526079,-105.4586166,19572,2020-09-23,3
1880,Los Alamos,New Mexico,35.86631386,-106.31349850000001,19369,2020-09-23,0
1881,Luna,New Mexico,32.18179341,-107.75088259999998,23709,2020-09-23,6
1882,McKinley,New Mexico,35.580077200000005,-108.262245,71367,2020-09-23,256
1883,Mora,New Mexico,36.01095101,-104.9497716,4521,2020-09-23,0
1884,Otero,New Mexico,32.61348406,-105.7417604,67490,2020-09-23,13
1885,Out of NM,New Mexico,0.0,0.0,0,2020-09-23,0
1886,Quay,New Mexico,35.10403332,-103.54817270000001,8253,2020-09-23,2
1887,Rio Arriba,New Mexico,36.51072137,-106.69316740000001,38921,2020-09-23,13
1888,Roosevelt,New Mexico,34.02097406,-103.4799493,18500,2020-09-23,3
1889,San Juan,New Mexico,36.50838318,-108.32043700000001,123958,2020-09-23,197
1890,San Miguel,New Mexico,35.48014807,-104.8163562,27277,2020-09-23,0
1891,Sandoval,New Mexico,35.68862401,-106.86878030000001,146748,2020-09-23,41
1892,Santa Fe,New Mexico,35.50708973,-105.9774716,150358,2020-09-23,6
1893,Sierra,New Mexico,33.13028233,-107.1925893,10791,2020-09-23,1
1894,Socorro,New Mexico,34.00715494,-106.9298354,16637,2020-09-23,6
1895,Taos,New Mexico,36.58006022,-105.63101979999999,32723,2020-09-23,4
1896,Torrance,New Mexico,34.64048375,-105.8508949,15461,2020-09-23,1
1897,Unassigned,New Mexico,0.0,0.0,0,2020-09-23,0
1898,Union,New Mexico,36.48126404,-103.4709624,4059,2020-09-23,2
1899,Valencia,New Mexico,34.71669834,-106.8103733,76688,2020-09-23,4
1900,Albany,New York,42.60060306,-73.97723916,305506,2020-09-23,134
1901,Allegany,New York,42.25748406,-78.02750466,46091,2020-09-23,2
1902,Bronx,New York,40.85209301,-73.86282755,1418207,2020-09-23,4943
1903,Broome,New York,42.15903158,-75.81326086,190488,2020-09-23,85
1904,Cattaraugus,New York,42.24778241,-78.67923096,76117,2020-09-23,7
1905,Cayuga,New York,42.91261714,-76.55731592,76576,2020-09-23,2
1906,Chautauqua,New York,42.227692100000006,-79.36691763,126903,2020-09-23,9
1907,Chemung,New York,42.13891056,-76.7638805,83456,2020-09-23,3
1908,Chenango,New York,42.49430041,-75.60887553,47207,2020-09-23,7
1909,Clinton,New York,44.74530905,-73.67875352,80485,2020-09-23,5
1910,Columbia,New York,42.24819348,-73.63089095,59461,2020-09-23,47
1911,Cortland,New York,42.59509207,-76.07048931,47581,2020-09-23,1
1912,Delaware,New York,42.19837623,-74.96709306,44135,2020-09-23,4
1913,Dutchess,New York,41.764860600000006,-73.74356679,294218,2020-09-23,156
1914,Erie,New York,42.76249024,-78.73063652,918702,2020-09-23,689
1915,Essex,New York,44.11630765,-73.77297842,36885,2020-09-23,13
1916,Franklin,New York,44.59040891,-74.29926032,50022,2020-09-23,1
1917,Fulton,New York,43.11363907,-74.41798804,53383,2020-09-23,28
1918,Genesee,New York,43.0022601,-78.19135193,57280,2020-09-23,6
1919,Greene,New York,42.275797,-74.12384884,47188,2020-09-23,18
1920,Hamilton,New York,43.66146647,-74.49721957,4416,2020-09-23,1
1921,Herkimer,New York,43.42034246,-74.96145307,61319,2020-09-23,10
1922,Jefferson,New York,44.04200959,-75.94653457,109834,2020-09-23,1
1923,Kings,New York,40.636182500000004,-73.94935552,2559903,2020-09-23,7319
1924,Lewis,New York,43.784415700000004,-75.44903992,26296,2020-09-23,5
1925,Livingston,New York,42.72596275,-77.77966158,62914,2020-09-23,8
1926,Madison,New York,42.91653905,-75.67266639,70941,2020-09-23,17
1927,Monroe,New York,43.14638895,-77.69322942,741770,2020-09-23,289
1928,Montgomery,New York,42.90123494,-74.44011632,49221,2020-09-23,9
1929,Nassau,New York,40.74066522,-73.58941873,1356924,2020-09-23,2201
1930,New York,New York,40.767272600000005,-73.97152637,1628706,2020-09-23,3173
1931,Niagara,New York,43.19898042,-78.74777412,209281,2020-09-23,101
1932,Oneida,New York,43.24375382,-75.43710392,228671,2020-09-23,123
1933,Onondaga,New York,43.00491923,-76.19971155,460528,2020-09-23,205
1934,Ontario,New York,42.85145728,-77.30874425,109777,2020-09-23,35
1935,Orange,New York,41.40337468,-74.30240757,384940,2020-09-23,498
1936,Orleans,New York,43.2516977,-78.2320066,40352,2020-09-23,55
1937,Oswego,New York,43.42778894,-76.14635194,117124,2020-09-23,3
1938,Otsego,New York,42.63492579,-75.03151402,59493,2020-09-23,5
1939,Out of NY,New York,0.0,0.0,0,2020-09-23,106
1940,Putnam,New York,41.42630093,-73.74965532,98320,2020-09-23,63
1941,Queens,New York,40.71088124,-73.81684712,2253858,2020-09-23,7244
1942,Rensselaer,New York,42.71348136,-73.51089874,158714,2020-09-23,42
1943,Richmond,New York,40.58582155,-74.14808598,476143,2020-09-23,1085
1944,Rockland,New York,41.15027894,-74.02560498,325789,2020-09-23,675
1945,Saratoga,New York,43.10904162,-73.86653895,229863,2020-09-23,17
1946,Schenectady,New York,42.81668777,-74.05278291,155299,2020-09-23,48
1947,Schoharie,New York,42.58831742,-74.44339029999999,30999,2020-09-23,2
1948,Schuyler,New York,42.39184015,-76.8773299,17807,2020-09-23,0
1949,Seneca,New York,42.78081007,-76.82497064,34016,2020-09-23,3
1950,St. Lawrence,New York,44.4976179,-75.06550039,107740,2020-09-23,4
1951,Steuben,New York,42.2689144,-77.3829924,95379,2020-09-23,42
1952,Suffolk,New York,40.88320119,-72.8012172,1476601,2020-09-23,2012
1953,Sullivan,New York,41.71579493,-74.76394559,75432,2020-09-23,48
1954,Tioga,New York,42.16852837,-76.30835812,48203,2020-09-23,25
1955,Tompkins,New York,42.44945765,-76.47229843,102180,2020-09-23,0
1956,Ulster,New York,41.89027881,-74.26252104,177573,2020-09-23,95
1957,Unassigned,New York,0.0,0.0,0,2020-09-23,16
1958,Warren,New York,43.56173026,-73.8433699,63944,2020-09-23,33
1959,Washington,New York,43.31153794,-73.43043448,61204,2020-09-23,14
1960,Wayne,New York,43.15494365,-77.02976528,89918,2020-09-23,5
1961,Westchester,New York,41.16278376,-73.75741653,967506,2020-09-23,1455
1962,Wyoming,New York,42.70145109,-78.22199579,39859,2020-09-23,5
1963,Yates,New York,42.63505484,-77.10369919,24913,2020-09-23,7
1964,Alamance,North Carolina,36.0434701,-79.39976137,169509,2020-09-23,54
1965,Alexander,North Carolina,35.922379600000006,-81.17751948,37497,2020-09-23,6
1966,Alleghany,North Carolina,36.49360862,-81.12857041,11137,2020-09-23,0
1967,Anson,North Carolina,34.97403241,-80.09953279,24446,2020-09-23,4
1968,Ashe,North Carolina,36.43296207,-81.49862729,27203,2020-09-23,1
