,index,Confirmed,Deaths,clusters,cluster
1946,1946,1388,48,0,pink
1947,1947,83,0,0,pink
1948,1948,40,0,0,pink
1949,1949,105,3,0,pink
1950,1950,320,4,0,pink
1951,1951,366,42,0,pink
1952,1952,46208,2011,2,dark purple
1953,1953,1576,48,0,pink
1954,1954,225,25,0,pink
1955,1955,405,0,0,pink
1956,1956,2244,95,0,pink
1957,1957,0,16,0,pink
1958,1958,366,33,0,pink
1959,1959,289,14,0,pink
1960,1960,312,5,0,pink
1961,1961,37903,1454,2,dark purple
1962,1962,132,5,0,pink
1963,1963,62,7,0,pink
1964,1964,3793,54,0,pink
1965,1965,495,6,0,pink
1966,1966,220,0,0,pink
1967,1967,558,4,0,pink
1968,1968,252,1,0,pink
1969,1969,330,0,0,pink
1970,1970,869,17,0,pink
1971,1971,555,8,0,pink
1972,1972,831,14,0,pink
1973,1973,1555,26,0,pink
1974,1974,2923,80,0,pink
1975,1975,2033,36,0,pink
1976,1976,3836,63,0,pink
1977,1977,1581,18,0,pink
1978,1978,111,3,0,pink
1979,1979,621,5,0,pink
1980,1980,325,3,0,pink
1981,1981,3014,52,0,pink
1982,1982,1618,57,0,pink
1983,1983,587,10,0,pink
1984,1984,320,3,0,pink
1985,1985,113,2,0,pink
1986,1986,2095,60,0,pink
1987,1987,1328,54,0,pink
1988,1988,1307,33,0,pink
1989,1989,5238,75,0,pink
1990,1990,177,1,0,pink
1991,1991,265,3,0,pink
1992,1992,2651,34,0,pink
1993,1993,537,6,0,pink
1994,1994,2152,53,0,pink
1995,1995,7589,92,0,pink
1996,1996,1289,44,0,pink
1997,1997,6886,96,0,pink
1998,1998,1199,31,0,pink
1999,1999,4923,77,0,pink
2000,2000,134,3,0,pink
2001,2001,128,2,0,pink
2002,2002,1704,49,0,pink
2003,2003,507,5,0,pink
2004,2004,8244,179,0,pink
2005,2005,980,18,0,pink
2006,2006,2104,52,0,pink
2007,2007,587,31,0,pink
2008,2008,1927,64,0,pink
2009,2009,718,27,0,pink
2010,2010,1088,17,0,pink
2011,2011,124,5,0,pink
2012,2012,2708,27,0,pink
2013,2013,538,7,0,pink
2014,2014,4270,55,0,pink
2015,2015,148,11,0,pink
2016,2016,1588,13,0,pink
2017,2017,946,29,0,pink
2018,2018,1513,14,0,pink
2019,2019,585,2,0,pink
2020,2020,91,1,0,pink
2021,2021,428,10,0,pink
2022,2022,886,26,0,pink
2023,2023,27768,343,2,dark purple
2024,2024,104,3,0,pink
2025,2025,1029,26,0,pink
2026,2026,1540,27,0,pink
2027,2027,2233,39,0,pink
2028,2028,3949,29,0,pink
2029,2029,412,17,0,pink
2030,2030,1899,23,0,pink
2031,2031,2603,55,0,pink
2032,2032,0,0,0,pink
2033,2033,235,2,0,pink
2034,2034,688,30,0,pink
2035,2035,909,5,0,pink
2036,2036,179,3,0,pink
2037,2037,417,6,0,pink
2038,2038,4640,27,0,pink
2039,2039,260,8,0,pink
2040,2040,2696,51,0,pink
2041,2041,940,15,0,pink
2042,2042,4273,72,0,pink
2043,2043,1170,14,0,pink
2044,2044,3224,88,0,pink
2045,2045,1135,31,0,pink
2046,2046,1769,24,0,pink
2047,2047,984,12,0,pink
2048,2048,1840,56,0,pink
2049,2049,414,3,0,pink
2050,2050,1279,21,0,pink
2051,2051,139,3,0,pink
2052,2052,319,7,0,pink
2053,2053,113,2,0,pink
2054,2054,0,0,0,pink
2055,2055,4629,58,0,pink
2056,2056,1026,44,0,pink
2057,2057,17070,235,2,dark purple
2058,2058,325,7,0,pink
2059,2059,201,8,0,pink
2060,2060,613,1,0,pink
2061,2061,3217,66,0,pink
2062,2062,1175,33,0,pink
2063,2063,2128,47,0,pink
2064,2064,716,7,0,pink
2065,2065,118,0,0,pink
2066,2066,19,0,0,pink
2067,2067,215,0,0,pink
2068,2068,325,5,0,pink
2069,2069,15,0,0,pink
2070,2070,52,1,0,pink
2071,2071,34,0,0,pink
2072,2072,31,1,0,pink
2073,2073,3280,38,0,pink
2074,2074,4849,77,0,pink
2075,2075,53,0,0,pink
2076,2076,52,0,0,pink
2077,2077,6,0,0,pink
2078,2078,96,1,0,pink
2079,2079,68,3,0,pink
2080,2080,133,1,0,pink
2081,2081,59,0,0,pink
2082,2082,41,0,0,pink
2083,2083,2119,13,0,pink
2084,2084,15,0,0,pink
2085,2085,56,1,0,pink
2086,2086,55,0,0,pink
2087,2087,43,0,0,pink
2088,2088,47,0,0,pink
2089,2089,40,0,0,pink
2090,2090,58,1,0,pink
2091,2091,61,3,0,pink
2092,2092,201,2,0,pink
2093,2093,257,2,0,pink
2094,2094,125,0,0,pink
2095,2095,1155,20,0,pink
2096,2096,233,2,0,pink
2097,2097,44,0,0,pink
2098,2098,20,0,0,pink
2099,2099,0,0,0,pink
2100,2100,63,0,0,pink
2101,2101,31,0,0,pink
2102,2102,192,2,0,pink
2103,2103,75,0,0,pink
2104,2104,46,0,0,pink
2105,2105,217,1,0,pink
2106,2106,168,4,0,pink
2107,2107,58,0,0,pink
2108,2108,9,0,0,pink
2109,2109,144,3,0,pink
2110,2110,7,0,0,pink
2111,2111,1391,7,0,pink
2112,2112,28,0,0,pink
2113,2113,499,3,0,pink
2114,2114,16,0,0,pink
2115,2115,107,0,0,pink
2116,2116,0,0,0,pink
2117,2117,174,1,0,pink
2118,2118,961,4,0,pink
2119,2119,33,0,0,pink
2120,2120,905,7,0,pink
2121,2121,69,2,0,pink
2122,2122,126,4,0,pink
2123,2123,1393,69,0,pink
2124,2124,231,4,0,pink
2125,2125,653,48,0,pink
2126,2126,636,2,0,pink
2127,2127,576,9,0,pink
2128,2128,714,27,0,pink
2129,2129,283,2,0,pink
2130,2130,5771,106,0,pink
2131,2131,151,7,0,pink
2132,2132,300,3,0,pink
2133,2133,1764,39,0,pink
2134,2134,1665,21,0,pink
2135,2135,284,13,0,pink
2136,2136,1923,80,0,pink
2137,2137,232,11,0,pink
2138,2138,228,6,0,pink
2139,2139,17262,654,2,dark purple
2140,2140,780,41,0,pink
2141,2141,286,10,0,pink
2142,2142,2188,20,0,pink
2143,2143,926,45,0,pink
2144,2144,2058,52,0,pink
2145,2145,227,6,0,pink
2146,2146,26393,606,2,dark purple
2147,2147,239,1,0,pink
2148,2148,188,12,0,pink
2149,2149,709,48,0,pink
2150,2150,1397,32,0,pink
2151,2151,160,8,0,pink
2152,2152,12913,312,0,pink
2153,2153,676,10,0,pink
2154,2154,252,13,0,pink
2155,2155,62,2,0,pink
2156,2156,307,13,0,pink
2157,2157,222,3,0,pink
2158,2158,161,9,0,pink
2159,2159,378,7,0,pink
2160,2160,538,7,0,pink
2161,2161,241,4,0,pink
2162,2162,333,4,0,pink
2163,2163,282,15,0,pink
2164,2164,1596,50,0,pink
2165,2165,627,22,0,pink
2166,2166,1883,62,0,pink
2167,2167,305,3,0,pink
2168,2168,2293,86,0,pink
2169,2169,7205,361,0,pink
2170,2170,792,12,0,pink
2171,2171,3014,280,0,pink
2172,2172,3075,47,0,pink
2173,2173,1442,39,0,pink
2174,2174,174,10,0,pink
2175,2175,1085,17,0,pink
2176,2176,1394,51,0,pink
2177,2177,110,18,0,pink
2178,2178,7623,157,0,pink
2179,2179,47,0,0,pink
2180,2180,255,2,0,pink
2181,2181,386,2,0,pink
2182,2182,27,0,0,pink
2183,2183,466,30,0,pink
2184,2184,0,0,0,pink
2185,2185,106,0,0,pink
2186,2186,292,9,0,pink
2187,2187,2641,44,0,pink
2188,2188,174,0,0,pink
2189,2189,1110,66,0,pink
2190,2190,425,15,0,pink
2191,2191,568,23,0,pink
2192,2192,815,19,0,pink
2193,2193,865,23,0,pink
2194,2194,558,20,0,pink
2195,2195,482,6,0,pink
2196,2196,464,14,0,pink
2197,2197,597,10,0,pink
2198,2198,2790,170,0,pink
2199,2199,5202,250,0,pink
2200,2200,1861,131,0,pink
2201,2201,920,20,0,pink
2202,2202,0,0,0,pink
2203,2203,509,2,0,pink
2204,2204,114,3,0,pink
2205,2205,45,3,0,pink
2206,2206,2978,48,0,pink
2207,2207,255,23,0,pink
2208,2208,913,67,0,pink
2209,2209,205,3,0,pink
2210,2210,1752,72,0,pink
2211,2211,205,12,0,pink
2212,2212,599,10,0,pink
2213,2213,62,0,0,pink
2214,2214,289,1,0,pink
2215,2215,50,0,0,pink
2216,2216,349,1,0,pink
2217,2217,117,1,0,pink
2218,2218,890,4,0,pink
2219,2219,727,20,0,pink
2220,2220,2087,17,0,pink
2221,2221,528,8,0,pink
2222,2222,1042,8,0,pink
2223,2223,304,2,0,pink
2224,2224,24,0,0,pink
2225,2225,5782,68,0,pink
2226,2226,71,0,0,pink
2227,2227,1531,12,0,pink
2228,2228,67,3,0,pink
2229,2229,494,1,0,pink
2230,2230,1095,33,0,pink
2231,2231,583,0,0,pink
2232,2232,705,24,0,pink
2233,2233,63,1,0,pink
2234,2234,10,0,0,pink
2235,2235,1552,18,0,pink
2236,2236,349,4,0,pink
2237,2237,972,11,0,pink
2238,2238,41,0,0,pink
2239,2239,106,8,0,pink
2240,2240,43,0,0,pink
2241,2241,27,1,0,pink
2242,2242,270,4,0,pink
2243,2243,289,4,0,pink
2244,2244,729,10,0,pink
2245,2245,42,0,0,pink
2246,2246,153,4,0,pink
2247,2247,544,13,0,pink
2248,2248,330,2,0,pink
2249,2249,71,2,0,pink
2250,2250,133,2,0,pink
2251,2251,1046,17,0,pink
2252,2252,408,10,0,pink
2253,2253,433,1,0,pink
2254,2254,169,1,0,pink
2255,2255,78,1,0,pink
2256,2256,178,1,0,pink
2257,2257,565,11,0,pink
2258,2258,809,7,0,pink
2259,2259,1247,34,0,pink
2260,2260,298,5,0,pink
2261,2261,127,1,0,pink
2262,2262,1731,21,0,pink
2263,2263,142,2,0,pink
2264,2264,135,3,0,pink
2265,2265,133,4,0,pink
2266,2266,17135,186,2,dark purple
2267,2267,795,5,0,pink
2268,2268,804,13,0,pink
2269,2269,819,4,0,pink
2270,2270,0,0,0,pink
2271,2271,247,3,0,pink
2272,2272,2101,6,0,pink
2273,2273,901,19,0,pink
2274,2274,370,3,0,pink
2275,2275,1256,10,0,pink
2276,2276,149,1,0,pink
2277,2277,42,1,0,pink
2278,2278,1757,49,0,pink
2279,2279,423,6,0,pink
2280,2280,826,11,0,pink
2281,2281,393,5,0,pink
2282,2282,1455,8,0,pink
2283,2283,87,2,0,pink
2284,2284,16363,155,2,dark purple
2285,2285,54,0,0,pink
2286,2286,1430,26,0,pink
2287,2287,967,40,0,pink
2288,2288,68,0,0,pink
2289,2289,99,0,0,pink
2290,2290,1001,1,0,pink
2291,2291,91,2,0,pink
2292,2292,288,6,0,pink
2293,2293,2314,61,0,pink
2294,2294,127,0,0,pink
2295,2295,155,1,0,pink
2296,2296,147,0,0,pink
2297,2297,61,1,0,pink
2298,2298,31,0,0,pink
2299,2299,789,12,0,pink
2300,2300,221,3,0,pink
2301,2301,8,0,0,pink
2302,2302,8,0,0,pink
2303,2303,12,0,0,pink
2304,2304,248,0,0,pink
2305,2305,1091,4,0,pink
2306,2306,516,8,0,pink
2307,2307,194,2,0,pink
2308,2308,277,2,0,pink
2309,2309,28,0,0,pink
2310,2310,1059,16,0,pink
2311,2311,475,13,0,pink
2312,2312,480,13,0,pink
2313,2313,1575,25,0,pink
2314,2314,4522,92,0,pink
2315,2315,490,6,0,pink
2316,2316,6938,136,0,pink
2317,2317,0,0,0,pink
2318,2318,511,15,0,pink
2319,2319,18,0,0,pink
2320,2320,51,0,0,pink
2321,2321,2928,41,0,pink
2322,2322,0,0,0,pink
2323,2323,435,2,0,pink
2324,2324,28,1,0,pink
2325,2325,273,3,0,pink
2326,2326,4369,59,0,pink
2327,2327,0,0,0,pink
2328,2328,745,14,0,pink
2329,2329,810,25,0,pink
2330,2330,11867,354,0,pink
2331,2331,424,18,0,pink
2332,2332,1845,120,0,pink
2333,2333,235,6,0,pink
2334,2334,6939,393,0,pink
2335,2335,609,16,0,pink
2336,2336,132,3,0,pink
2337,2337,8626,607,0,pink
2338,2338,1024,23,0,pink
2339,2339,553,7,0,pink
2340,2340,8,0,0,pink
2341,2341,455,28,0,pink
2342,2342,2078,11,0,pink
2343,2343,6701,367,0,pink
2344,2344,116,3,0,pink
2345,2345,313,2,0,pink
2346,2346,200,6,0,pink
2347,2347,873,35,0,pink
2348,2348,298,3,0,pink
2349,2349,1783,76,0,pink
2350,2350,3735,179,0,pink
2351,2351,11233,753,0,pink
2352,2352,69,2,0,pink
2353,2353,1504,38,0,pink
2354,2354,778,7,0,pink
2355,2355,15,0,0,pink
2356,2356,1747,50,0,pink
2357,2357,45,2,0,pink
2358,2358,181,1,0,pink
2359,2359,399,6,0,pink
2360,2360,668,12,0,pink
2361,2361,109,3,0,pink
2362,2362,183,7,0,pink
2363,2363,2417,216,0,pink
2364,2364,7700,458,0,pink
2365,2365,505,23,0,pink
2366,2366,1971,59,0,pink
2367,2367,5530,352,0,pink
2368,2368,4050,189,0,pink
2369,2369,641,25,0,pink
2370,2370,57,2,0,pink
2371,2371,705,16,0,pink
2372,2372,218,2,0,pink
2373,2373,1780,132,0,pink
2374,2374,12028,878,0,pink
2375,2375,164,5,0,pink
2376,2376,4421,305,0,pink
2377,2377,919,50,0,pink
2378,2378,0,0,0,pink
2379,2379,212,6,0,pink
2380,2380,36004,1789,2,dark purple
2381,2381,571,22,0,pink
2382,2382,26,0,0,pink
2383,2383,1076,52,0,pink
2384,2384,283,4,0,pink
2385,2385,211,3,0,pink
2386,2386,11,0,0,pink
2387,2387,293,28,0,pink
2388,2388,65,3,0,pink
2389,2389,0,0,0,pink
2390,2390,453,6,0,pink
2391,2391,83,1,0,pink
2392,2392,42,1,0,pink
2393,2393,1310,29,0,pink
2394,2394,222,10,0,pink
2395,2395,2135,52,0,pink
2396,2396,72,8,0,pink
2397,2397,4606,149,0,pink
2398,2398,143,0,0,pink
2399,2399,314,0,0,pink
2400,2400,412,0,0,pink
2401,2401,254,0,0,pink
2402,2402,147,0,0,pink
2403,2403,219,0,0,pink
2404,2404,756,0,0,pink
2405,2405,160,0,0,pink
2406,2406,218,0,0,pink
2407,2407,414,0,0,pink
2408,2408,3444,0,0,pink
2409,2409,321,0,0,pink
2410,2410,1440,0,0,pink
2411,2411,249,0,0,pink
2412,2412,635,0,0,pink
2413,2413,2415,0,0,pink
2414,2414,407,0,0,pink
2415,2415,331,0,0,pink
2416,2416,112,0,0,pink
2417,2417,220,0,0,pink
2418,2418,296,0,0,pink
2419,2419,265,0,0,pink
2420,2420,236,0,0,pink
2421,2421,566,0,0,pink
2422,2422,22,0,0,pink
2423,2423,723,0,0,pink
2424,2424,473,0,0,pink
2425,2425,251,0,0,pink
2426,2426,97,0,0,pink
2427,2427,279,0,0,pink
2428,2428,164,0,0,pink
2429,2429,1555,0,0,pink
2430,2430,481,0,0,pink
2431,2431,268,0,0,pink
2432,2432,162,0,0,pink
2433,2433,455,0,0,pink
2434,2434,252,0,0,pink
2435,2435,225,0,0,pink
2436,2436,327,0,0,pink
2437,2437,343,0,0,pink
2438,2438,143,0,0,pink
2439,2439,306,0,0,pink
2440,2440,103,0,0,pink
2441,2441,440,0,0,pink
2442,2442,252,0,0,pink
2443,2443,230,0,0,pink
2444,2444,502,0,0,pink
2445,2445,79,0,0,pink
2446,2446,107,0,0,pink
2447,2447,773,0,0,pink
2448,2448,325,0,0,pink
2449,2449,498,0,0,pink
2450,2450,190,0,0,pink
2451,2451,572,0,0,pink
2452,2452,317,0,0,pink
2453,2453,790,0,0,pink
2454,2454,167,0,0,pink
2455,2455,114,0,0,pink
2456,2456,827,0,0,pink
2457,2457,161,0,0,pink
2458,2458,166,0,0,pink
2459,2459,544,0,0,pink
2460,2460,192,0,0,pink
2461,2461,395,0,0,pink
2462,2462,239,0,0,pink
2463,2463,6758,0,0,pink
2464,2464,438,0,0,pink
2465,2465,344,0,0,pink
2466,2466,165,0,0,pink
2467,2467,1187,0,0,pink
2468,2468,1228,0,0,pink
2469,2469,969,0,0,pink
2470,2470,525,617,0,pink
2471,2471,129,0,0,pink
2472,2472,683,0,0,pink
2473,2473,895,0,0,pink
2474,2474,86,0,0,pink
2475,2475,128,0,0,pink
2476,2476,267,0,0,pink
2477,2477,375,0,0,pink
2478,2478,404,0,0,pink
2479,2479,1867,0,0,pink
2480,2480,518,0,0,pink
2481,2481,0,0,0,pink
2482,2482,18437,0,2,dark purple
2483,2483,2148,1102,0,pink
2484,2484,803,0,0,pink
2485,2485,548,12,0,pink
2486,2486,4025,79,0,pink
2487,2487,371,6,0,pink
2488,2488,4215,170,0,pink
2489,2489,629,33,0,pink
2490,2490,674,16,0,pink
2491,2491,5508,81,0,pink
2492,2492,5390,88,0,pink
2493,2493,446,17,0,pink
2494,2494,15613,259,2,dark purple
2495,2495,1119,35,0,pink
2496,2496,1019,21,0,pink
2497,2497,1203,36,0,pink
2498,2498,1081,66,0,pink
2499,2499,1006,42,0,pink
2500,2500,1994,52,0,pink
2501,2501,993,36,0,pink
2502,2502,4065,88,0,pink
2503,2503,797,17,0,pink
2504,2504,755,34,0,pink
2505,2505,4851,187,0,pink
2506,2506,1869,45,0,pink
2507,2507,13957,298,0,pink
2508,2508,2170,72,0,pink
2509,2509,629,25,0,pink
2510,2510,10176,196,0,pink
2511,2511,782,20,0,pink
2512,2512,1892,37,0,pink
2513,2513,2086,48,0,pink
2514,2514,1626,56,0,pink
2515,2515,701,34,0,pink
2516,2516,6948,157,0,pink
2517,2517,853,23,0,pink
2518,2518,899,11,0,pink
2519,2519,228,6,0,pink
2520,2520,1202,23,0,pink
2521,2521,1363,26,0,pink
2522,2522,3056,123,0,pink
2523,2523,0,0,0,pink
2524,2524,2800,45,0,pink
2525,2525,14691,230,2,dark purple
2526,2526,684,20,0,pink
2527,2527,6565,192,0,pink
2528,2528,3150,77,0,pink
2529,2529,0,0,0,pink
2530,2530,551,12,0,pink
2531,2531,1319,43,0,pink
2532,2532,5187,68,0,pink
2533,2533,45,0,0,pink
2534,2534,723,9,0,pink
2535,2535,62,1,0,pink
2536,2536,79,1,0,pink
2537,2537,704,2,0,pink
2538,2538,1067,3,0,pink
2539,2539,104,0,0,pink
2540,2540,123,3,0,pink
2541,2541,82,1,0,pink
2542,2542,16,0,0,pink
2543,2543,156,0,0,pink
2544,2544,34,0,0,pink
2545,2545,540,5,0,pink
2546,2546,757,3,0,pink
2547,2547,89,1,0,pink
2548,2548,179,2,0,pink
2549,2549,230,2,0,pink
2550,2550,65,0,0,pink
2551,2551,79,0,0,pink
2552,2552,125,0,0,pink
2553,2553,72,0,0,pink
2554,2554,90,0,0,pink
2555,2555,88,3,0,pink
2556,2556,65,1,0,pink
2557,2557,98,1,0,pink
2558,2558,110,1,0,pink
2559,2559,19,0,0,pink
2560,2560,80,0,0,pink
2561,2561,32,0,0,pink
2562,2562,32,0,0,pink
2563,2563,5,0,0,pink
2564,2564,349,4,0,pink
2565,2565,78,2,0,pink
2566,2566,18,0,0,pink
2567,2567,29,1,0,pink
2568,2568,76,1,0,pink
2569,2569,7,0,0,pink
2570,2570,47,0,0,pink
2571,2571,175,7,0,pink
2572,2572,362,4,0,pink
2573,2573,1251,2,0,pink
2574,2574,120,3,0,pink
2575,2575,38,0,0,pink
2576,2576,88,1,0,pink
2577,2577,29,0,0,pink
2578,2578,487,4,0,pink
2579,2579,30,0,0,pink
2580,2580,19,0,0,pink
2581,2581,6383,78,0,pink
2582,2582,78,0,0,pink
2583,2583,235,3,0,pink
2584,2584,0,0,0,pink
2585,2585,2091,35,0,pink
2586,2586,36,0,0,pink
2587,2587,40,0,0,pink
2588,2588,167,1,0,pink
2589,2589,23,0,0,pink
2590,2590,115,0,0,pink
2591,2591,34,0,0,pink
2592,2592,9,0,0,pink
2593,2593,112,5,0,pink
2594,2594,114,0,0,pink
2595,2595,143,2,0,pink
2596,2596,0,0,0,pink
2597,2597,367,6,0,pink
2598,2598,102,0,0,pink
2599,2599,372,4,0,pink
2600,2600,60,0,0,pink
2601,2601,1153,11,0,pink
2602,2602,1317,17,0,pink
2603,2603,334,9,0,pink
2604,2604,848,4,0,pink
2605,2605,2461,23,0,pink
2606,2606,2883,17,0,pink
2607,2607,424,3,0,pink
2608,2608,281,0,0,pink
2609,2609,849,18,0,pink
2610,2610,1141,28,0,pink
2611,2611,805,10,0,pink
2612,2612,605,10,0,pink
2613,2613,438,4,0,pink
2614,2614,215,5,0,pink
2615,2615,737,9,0,pink
2616,2616,1156,12,0,pink
2617,2617,529,19,0,pink
2618,2618,1169,18,0,pink
2619,2619,26194,297,2,dark purple
2620,2620,550,13,0,pink
2621,2621,495,6,0,pink
2622,2622,1230,14,0,pink
2623,2623,1314,13,0,pink
2624,2624,1167,18,0,pink
2625,2625,462,3,0,pink
2626,2626,945,8,0,pink
2627,2627,1586,20,0,pink
2628,2628,576,17,0,pink
2629,2629,360,3,0,pink
2630,2630,1118,39,0,pink
2631,2631,263,5,0,pink
2632,2632,1873,25,0,pink
2633,2633,9263,92,0,pink
2634,2634,107,3,0,pink
2635,2635,1546,25,0,pink
2636,2636,991,15,0,pink
2637,2637,780,16,0,pink
2638,2638,933,16,0,pink
2639,2639,1151,21,0,pink
2640,2640,612,9,0,pink
2641,2641,553,5,0,pink
2642,2642,198,1,0,pink
2643,2643,243,3,0,pink
2644,2644,314,5,0,pink
2645,2645,1085,14,0,pink
2646,2646,662,2,0,pink
2647,2647,9115,75,0,pink
2648,2648,919,2,0,pink
2649,2649,949,15,0,pink
2650,2650,1003,11,0,pink
2651,2651,179,1,0,pink
2652,2652,596,1,0,pink
2653,2653,1131,6,0,pink
2654,2654,1033,20,0,pink
2655,2655,2780,60,0,pink
2656,2656,516,7,0,pink
2657,2657,733,5,0,pink
2658,2658,2289,23,0,pink
2659,2659,1094,24,0,pink
2660,2660,824,18,0,pink
2661,2661,221,3,0,pink
2662,2662,1010,17,0,pink
2663,2663,3015,43,0,pink
2664,2664,161,1,0,pink
2665,2665,310,3,0,pink
2666,2666,1112,9,0,pink
2667,2667,2968,25,0,pink
2668,2668,708,5,0,pink
2669,2669,149,0,0,pink
2670,2670,107,2,0,pink
2671,2671,380,10,0,pink
2672,2672,3170,38,0,pink
2673,2673,791,11,0,pink
2674,2674,864,3,0,pink
2675,2675,2188,35,0,pink
2676,2676,9113,88,0,pink
2677,2677,208,2,0,pink
2678,2678,226,2,0,pink
2679,2679,2553,15,0,pink
2680,2680,30397,449,2,dark purple
2681,2681,697,10,0,pink
2682,2682,182,2,0,pink
2683,2683,2093,32,0,pink
2684,2684,4750,93,0,pink
2685,2685,1766,17,0,pink
2686,2686,1651,7,0,pink
2687,2687,2904,6,0,pink
2688,2688,281,1,0,pink
2689,2689,345,1,0,pink
2690,2690,159,0,0,pink
2691,2691,1019,7,0,pink
2692,2692,2232,34,0,pink
2693,2693,1489,6,0,pink
2694,2694,1145,19,0,pink
2695,2695,806,9,0,pink
2696,2696,5139,36,0,pink
2697,2697,3412,43,0,pink
2698,2698,2822,31,0,pink
2699,2699,415,8,0,pink
2700,2700,2120,80,0,pink
2701,2701,320,18,0,pink
2702,2702,79,1,0,pink
2703,2703,13,1,0,pink
2704,2704,1154,30,0,pink
2705,2705,485,9,0,pink
2706,2706,214,5,0,pink
2707,2707,158,8,0,pink
2708,2708,1811,29,0,pink
2709,2709,17,0,0,pink
2710,2710,1818,30,0,pink
2711,2711,5371,84,0,pink
2712,2712,53794,1264,2,dark purple
2713,2713,144,5,0,pink
2714,2714,1,0,0,pink
2715,2715,311,6,0,pink
2716,2716,1331,50,0,pink
2717,2717,11144,161,0,pink
2718,2718,6178,62,0,pink
2719,2719,215,2,0,pink
2720,2720,12,1,0,pink
2721,2721,303,22,0,pink
2722,2722,563,23,0,pink
2723,2723,337,6,0,pink
2724,2724,721,12,0,pink
2725,2725,1511,35,0,pink
2726,2726,818,7,0,pink
2727,2727,86,3,0,pink
2728,2728,22544,886,2,dark purple
2729,2729,350,11,0,pink
2730,2730,19,0,0,pink
2731,2731,338,15,0,pink
2732,2732,250,5,0,pink
2733,2733,1285,8,0,pink
2734,2734,1534,28,0,pink
2735,2735,68,0,0,pink
2736,2736,84,1,0,pink
2737,2737,50,1,0,pink
2738,2738,52,3,0,pink
2739,2739,70,3,0,pink
2740,2740,13210,141,0,pink
2741,2741,18,0,0,pink
2742,2742,480,4,0,pink
2743,2743,2642,102,0,pink
2744,2744,299,3,0,pink
2745,2745,129,2,0,pink
2746,2746,415,5,0,pink
2747,2747,1810,12,0,pink
2748,2748,25,2,0,pink
2749,2749,71,2,0,pink
2750,2750,164,6,0,pink
2751,2751,86,3,0,pink
2752,2752,54,2,0,pink
2753,2753,244,9,0,pink
2754,2754,78723,1106,2,dark purple
2755,2755,380,9,0,pink
2756,2756,982,33,0,pink
2757,2757,860,21,0,pink
2758,2758,24,0,0,pink
2759,2759,11770,151,0,pink
2760,2760,48,2,0,pink
2761,2761,254,7,0,pink
2762,2762,61,1,0,pink
2763,2763,434,14,0,pink
2764,2764,168,3,0,pink
2765,2765,4727,96,0,pink
2766,2766,67,1,0,pink
2767,2767,22821,510,2,dark purple
2768,2768,4298,67,0,pink
2769,2769,837,12,0,pink
2770,2770,234,5,0,pink
2771,2771,667,14,0,pink
2772,2772,592,18,0,pink
2773,2773,66,3,0,pink
2774,2774,106,9,0,pink
2775,2775,9,0,0,pink
2776,2776,16049,282,2,dark purple
2777,2777,132,6,0,pink
2778,2778,404,2,0,pink
2779,2779,973,9,0,pink
2780,2780,328,8,0,pink
2781,2781,11497,153,0,pink
2782,2782,103,4,0,pink
2783,2783,310,10,0,pink
2784,2784,8,0,0,pink
2785,2785,154,6,0,pink
2786,2786,1057,17,0,pink
2787,2787,289,5,0,pink
2788,2788,1829,37,0,pink
2789,2789,2191,61,0,pink
2790,2790,1079,31,0,pink
2791,2791,3566,76,0,pink
2792,2792,1815,53,0,pink
2793,2793,28,1,0,pink
2794,2794,119,4,0,pink
2795,2795,112,4,0,pink
2796,2796,25,0,0,pink
2797,2797,1325,29,0,pink
2798,2798,139017,2535,1,purple
2799,2799,878,31,0,pink
2800,2800,125,0,0,pink
2801,2801,62,2,0,pink
2802,2802,5818,60,0,pink
2803,2803,73,0,0,pink
2804,2804,946,23,0,pink
2805,2805,31162,1588,2,dark purple
2806,2806,641,13,0,pink
2807,2807,338,8,0,pink
2808,2808,920,26,0,pink
2809,2809,337,8,0,pink
2810,2810,372,10,0,pink
2811,2811,677,12,0,pink
2812,2812,45,3,0,pink
2813,2813,1595,36,0,pink
2814,2814,196,4,0,pink
2815,2815,10,0,0,pink
2816,2816,131,2,0,pink
2817,2817,606,15,0,pink
2818,2818,470,25,0,pink
2819,2819,14,0,0,pink
2820,2820,7293,132,0,pink
2821,2821,105,3,0,pink
2822,2822,1450,35,0,pink
2823,2823,2905,49,0,pink
2824,2824,577,0,0,pink
2825,2825,936,16,0,pink
2826,2826,3088,47,0,pink
2827,2827,331,7,0,pink
2828,2828,7,2,0,pink
2829,2829,9,0,0,pink
2830,2830,590,10,0,pink
2831,2831,16,1,0,pink
2832,2832,0,0,0,pink
2833,2833,44,1,0,pink
2834,2834,997,41,0,pink
2835,2835,67,8,0,pink
2836,2836,362,11,0,pink
2837,2837,1097,31,0,pink
2838,2838,328,21,0,pink
2839,2839,243,8,0,pink
2840,2840,973,35,0,pink
2841,2841,219,14,0,pink
2842,2842,235,6,0,pink
2843,2843,2260,49,0,pink
2844,2844,562,11,0,pink
2845,2845,32,0,0,pink
2846,2846,368,8,0,pink
2847,2847,122,2,0,pink
2848,2848,0,0,0,pink
2849,2849,10681,119,0,pink
2850,2850,93,5,0,pink
2851,2851,717,6,0,pink
2852,2852,150,14,0,pink
2853,2853,77,6,0,pink
2854,2854,76,2,0,pink
2855,2855,1041,44,0,pink
