City,Total Cases,New Cases,Total Deaths,New Deaths,Active Cases,Total Cases /1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Date
Florida ,24119,779.0,686.0,18 ,22747,1171.0,33.0,236503.0,"11,482",04-17-2020
Louisiana ,23118,586.0,1213.0,57 ,21855,4957.0,260.0,131987.0,"28,301",04-17-2020
Texas ,17371,733.0,428.0,24 ,13266,623.0,15.0,158547.0,"5,686",04-17-2020
Georgia ,17194,826.0,650.0,33 ,16513,1670.0,63.0,71684.0,"6,961",04-17-2020
Connecticut ,15884,,971.0, ,14848,4435.0,271.0,53122.0,"14,832",04-17-2020
Maryland ,11572,788.0,425.0,33 ,10411,1928.0,71.0,62009.0,"10,329",04-17-2020
Washington ,11152,118.0,583.0,2 ,8854,1529.0,80.0,128900.0,"17,671",04-17-2020
Indiana ,10154,612.0,519.0,42 ,9621,1530.0,78.0,54785.0,"8,254",04-17-2020
Ohio ,9107,693.0,418.0,29 ,8569,782.0,36.0,74840.0,"6,429",04-17-2020
Colorado ,8675,,374.0, ,7803,1568.0,68.0,41830.0,"7,563",04-17-2020
Virginia ,7491,602.0,231.0,23 ,6150,890.0,27.0,48997.0,"5,823",04-17-2020
Tennessee ,6262,,141.0, ,3925,941.0,21.0,85049.0,"12,787",04-17-2020
North Carolina ,5968,360.0,166.0,18 ,4919,588.0,16.0,72981.0,"7,186",04-17-2020
Missouri ,5178,,168.0, ,4826,850.0,28.0,51545.0,"8,464",04-17-2020
US Military ,4766,,17.0, ,4011,,,,,04-17-2020
Arizona ,4507,273.0,169.0,19 ,4268,649.0,24.0,47398.0,"6,823",04-17-2020
Alabama ,4456,52.0,142.0,5 ,4294,916.0,29.0,37848.0,"7,780",04-17-2020
Rhode Island ,4177,339.0,118.0,13 ,4049,3953.0,112.0,30761.0,"29,113",04-17-2020
South Carolina ,3931,,109.0, ,3822,793.0,22.0,36284.0,"7,321",04-17-2020
Wisconsin ,3875,,197.0, ,3591,671.0,34.0,44849.0,"7,761",04-17-2020
Mississippi ,3624,,129.0, ,3495,1213.0,43.0,37733.0,"12,625",04-17-2020
Nevada ,3524,203.0,142.0, ,2213,1206.0,49.0,35955.0,"12,301",04-17-2020
Utah ,2683,,21.0, ,2444,881.0,7.0,49678.0,"16,313",04-17-2020
District Of Columbia ,2476,126.0,86.0,5 ,1817,3617.0,126.0,12643.0,"18,470",04-17-2020
Oklahoma ,2465,108.0,136.0,5 ,1174,629.0,35.0,30795.0,"7,860",04-17-2020
Kentucky ,2429,,129.0, ,1994,547.0,29.0,29747.0,"6,699",04-17-2020
Iowa ,2332,191.0,64.0,4 ,1261,744.0,20.0,21792.0,"6,957",04-17-2020
Delaware ,2075,,52.0, ,1645,2185.0,55.0,13350.0,"14,060",04-17-2020
Minnesota ,2071,159.0,111.0,17 ,894,375.0,20.0,43053.0,"7,789",04-17-2020
Oregon ,1736,,64.0, ,1672,425.0,16.0,33351.0,"8,170",04-17-2020
Arkansas ,1620,,37.0, ,1035,542.0,12.0,22675.0,"7,582",04-17-2020
Idaho ,1609,,41.0, ,1540,953.0,24.0,16183.0,"9,588",04-17-2020
Kansas ,1603,,80.0, ,1283,551.0,28.0,16122.0,"5,543",04-17-2020
New Mexico ,1597,,44.0, ,1258,763.0,21.0,34488.0,"16,482",04-17-2020
South Dakota ,1311,,7.0, ,931,1517.0,8.0,9859.0,"11,407",04-17-2020
New Hampshire ,1211,,34.0, ,722,901.0,25.0,12632.0,"9,401",04-17-2020
Puerto Rico ,1068,25.0,58.0,2 ,1006,315.0,17.0,10410.0,"3,074",04-17-2020
Nebraska ,1066,,24.0, ,1020,560.0,13.0,13173.0,"6,916",04-17-2020
Navajo Nation ,921,,38.0, ,883,,,,,04-17-2020
Maine ,827,31.0,29.0,2 ,446,620.0,22.0,14872.0,"11,158",04-17-2020
Vermont ,779,11.0,35.0, ,744,1246.0,56.0,12116.0,"19,386",04-17-2020
West Virginia ,754,15.0,13.0, ,594,412.0,7.0,18306.0,"10,008",04-17-2020
Hawaii ,541,,9.0, ,158,380.0,6.0,21985.0,"15,460",04-17-2020
North Dakota ,439,46.0,9.0, ,258,584.0,12.0,12342.0,"16,408",04-17-2020
Montana ,422,7.0,8.0,1 ,181,405.0,8.0,10244.0,"9,834",04-17-2020
 Wyoming ,401,,2.0, ,223,689.0,3.0,6129.0,"10,534",04-17-2020
Alaska ,300,,9.0, ,181,406.0,12.0,8735.0,"11,828",04-17-2020
Guam ,135,,5.0, ,57,,,605.0,,04-17-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-17-2020
United States Virgin Islands ,51,,2.0,1 ,3,,,458.0,,04-17-2020
 Diamond Princess Ship ,46,,, ,46,,,46.0,,04-17-2020
Northern Mariana Islands ,13,,2.0, ,11,,,45.0,,04-17-2020
Wuhan Repatriated ,3,,, ,3,,,3.0,,04-17-2020
New York ,241041,7090.0,17671.0,540 ,199483,12286.0,901.0,596532.0,"30,407",04-18-2020
New Jersey ,81420,2953.0,4070.0,230 ,76079,9167.0,458.0,164278.0,"18,496",04-18-2020
Massachusetts ,34402,,1404.0, ,24880,5037.0,206.0,148744.0,"21,777",04-18-2020
Pennsylvania ,31069,1148.0,957.0, ,29462,2429.0,75.0,153965.0,"12,037",04-18-2020
Michigan ,30023,,2227.0, ,27353,3015.0,224.0,102366.0,"10,280",04-18-2020
California ,29580,405.0,1057.0,16  ,27173,756.0,27.0,246400.0,"6,294",04-18-2020
Illinois ,27575,,1134.0, ,26391,2151.0,88.0,130163.0,"10,152",04-18-2020
Florida ,25269,516.0,740.0,14 ,23843,1227.0,36.0,248412.0,"12,060",04-18-2020
Louisiana ,23580,462.0,1267.0,54 ,22263,5056.0,272.0,137999.0,"29,591",04-18-2020
Texas ,18260,500.0,453.0,14 ,13617,655.0,16.0,176239.0,"6,320",04-18-2020
Georgia ,17669,237.0,673.0,5 ,16965,1716.0,65.0,74208.0,"7,206",04-18-2020
Connecticut ,16809,,1036.0, ,15708,4693.0,289.0,55462.0,"15,486",04-18-2020
Maryland ,12308,736.0,463.0,38 ,11074,2050.0,77.0,65370.0,"10,889",04-18-2020
Washington ,11445,286.0,603.0,4 ,9127,1569.0,83.0,131627.0,"18,045",04-18-2020
Indiana ,10641,487.0,545.0,26 ,10082,1603.0,82.0,56873.0,"8,569",04-18-2020
Ohio ,10222,1115.0,451.0,33 ,9651,878.0,39.0,77677.0,"6,672",04-18-2020
Colorado ,9047,,391.0, ,8158,1636.0,71.0,43307.0,"7,830",04-18-2020
Virginia ,8053,562.0,258.0,27 ,6685,957.0,31.0,51931.0,"6,172",04-18-2020
Tennessee ,6589,,142.0, ,3430,991.0,21.0,87273.0,"13,122",04-18-2020
North Carolina ,6310,279.0,173.0,1 ,5254,621.0,17.0,76211.0,"7,504",04-18-2020
Missouri ,5283,,182.0, ,4917,867.0,30.0,53525.0,"8,789",04-18-2020
US Military ,4849,,19.0, ,3771,,,,,04-18-2020
Arizona ,4719,212.0,177.0,8 ,4472,679.0,25.0,51045.0,"7,348",04-18-2020
Alabama ,4572,,154.0,3 ,4398,940.0,32.0,42538.0,"8,744",04-18-2020
Rhode Island ,4491,314.0,137.0,19 ,4344,4250.0,130.0,32826.0,"31,067",04-18-2020
South Carolina ,4086,,116.0, ,1232,824.0,23.0,37640.0,"7,595",04-18-2020
Wisconsin ,4045,,205.0, ,3753,700.0,35.0,46410.0,"8,032",04-18-2020
Mississippi ,3974,181.0,152.0,12 ,3822,1330.0,51.0,37733.0,"12,625",04-18-2020
Nevada ,3626,102.0,151.0,9 ,2306,1241.0,52.0,35955.0,"12,301",04-18-2020
Utah ,2805,,23.0, ,2339,921.0,8.0,55771.0,"18,313",04-18-2020
District Of Columbia ,2666,190.0,91.0,5 ,1967,3895.0,133.0,13268.0,"19,384",04-18-2020
Oklahoma ,2570,105.0,139.0,3 ,1276,656.0,35.0,30795.0,"7,860",04-18-2020
Kentucky ,2522,,137.0, ,2079,568.0,31.0,30596.0,"6,891",04-18-2020
Iowa ,2513,181.0,74.0,10 ,1432,802.0,24.0,22947.0,"7,325",04-18-2020
Delaware ,2323,,61.0, ,1839,2447.0,64.0,14017.0,"14,763",04-18-2020
Minnesota ,2213,142.0,121.0,10 ,974,400.0,22.0,44368.0,"8,027",04-18-2020
Oregon ,1785,,70.0, ,1715,437.0,17.0,36321.0,"8,898",04-18-2020
Arkansas ,1739,39.0,38.0,1 ,998,581.0,13.0,24141.0,"8,072",04-18-2020
New Mexico ,1711,,51.0, ,1365,818.0,24.0,35613.0,"17,020",04-18-2020
Kansas ,1705,,84.0, ,1381,586.0,29.0,16901.0,"5,810",04-18-2020
Idaho ,1655,,43.0, ,1159,981.0,25.0,16183.0,"9,588",04-18-2020
South Dakota ,1542,131.0,7.0, ,983,1784.0,8.0,11660.0,"13,491",04-18-2020
New Hampshire ,1287,,37.0, ,782,958.0,28.0,12852.0,"9,565",04-18-2020
Nebraska ,1138,,24.0, ,1092,597.0,13.0,13753.0,"7,220",04-18-2020
Puerto Rico ,1118,50.0,60.0,2 ,1054,330.0,18.0,10933.0,"3,228",04-18-2020
Navajo Nation ,1042,,41.0, ,1001,,,,,04-18-2020
Maine ,827,,29.0, ,446,620.0,22.0,14872.0,"11,158",04-18-2020
Vermont ,803,24.0,38.0,3 ,765,1285.0,61.0,12566.0,"20,106",04-18-2020
West Virginia ,785,10.0,16.0, ,544,429.0,9.0,19440.0,"10,628",04-18-2020
Hawaii ,553,,9.0, ,154,389.0,6.0,21985.0,"15,460",04-18-2020
North Dakota ,528,89.0,9.0, ,336,702.0,12.0,12963.0,"17,233",04-18-2020
Montana ,426,4.0,10.0,2 ,173,409.0,10.0,10569.0,"10,146",04-18-2020
Wyoming ,412,,2.0, ,204,708.0,3.0,7280.0,"12,512",04-18-2020
Alaska ,314,5.0,9.0, ,158,425.0,12.0,9655.0,"13,074",04-18-2020
Guam ,136,1.0,5.0, ,21,,,605.0,,04-18-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-18-2020
United States Virgin Islands ,53,2.0,3.0,1  ,4,,,458.0,,04-18-2020
Diamond Princess Ship ,46,,, ,46,,,46.0,,04-18-2020
Northern Mariana Islands ,13,,2.0, ,11,,,45.0,,04-18-2020
Wuhan Repatriated ,3,,, ,3,,,3.0,,04-18-2020
New York ,247215,,18776.0,478 ,204552,12601.0,957.0,617555.0,"31,478",04-20-2020
New Jersey ,85301,,4202.0, ,79828,9604.0,473.0,172543.0,"19,426",04-20-2020
Massachusetts ,38077,,1706.0, ,28253,5575.0,250.0,162241.0,"23,754",04-20-2020
Pennsylvania ,33232,498.0,1238.0,1 ,31344,2598.0,97.0,162952.0,"12,739",04-20-2020
California ,31675,245.0,1178.0,3 ,29147,809.0,30.0,280900.0,"7,175",04-20-2020
Michigan ,31424,,2391.0, ,25796,3156.0,240.0,113800.0,"11,429",04-20-2020
Illinois ,30357,,1290.0, ,28461,2368.0,101.0,143318.0,"11,178",04-20-2020
Florida ,26660,346.0,789.0,15 ,25185,1294.0,38.0,267957.0,"13,009",04-20-2020
Louisiana ,24523,595.0,1328.0,32 ,23145,5258.0,285.0,141561.0,"30,354",04-20-2020
Texas ,19458,141.0,499.0, ,14153,698.0,18.0,190394.0,"6,828",04-20-2020
Georgia ,18947,790.0,733.0,52 ,18183,1840.0,71.0,84328.0,"8,189",04-20-2020
Connecticut ,17962,,1127.0, ,16770,5015.0,315.0,59759.0,"16,685",04-20-2020
Maryland ,13684,854.0,582.0,96 ,12185,2279.0,97.0,71397.0,"11,893",04-20-2020
Washington ,11790,,634.0, ,9378,1616.0,87.0,135706.0,"18,604",04-20-2020
Indiana ,11686,476.0,569.0,7 ,11103,1761.0,86.0,64639.0,"9,739",04-20-2020
Ohio ,11602,,471.0, ,11011,997.0,40.0,86989.0,"7,472",04-20-2020
Colorado ,9730,,422.0, ,8810,1759.0,76.0,46195.0,"8,352",04-20-2020
Virginia ,8990,453.0,300.0,23 ,7366,1068.0,36.0,56735.0,"6,743",04-20-2020
Tennessee ,7070,,148.0, ,3688,1063.0,22.0,97098.0,"14,599",04-20-2020
North Carolina ,6840,251.0,199.0,7 ,5758,674.0,20.0,79484.0,"7,827",04-20-2020
Missouri ,5698,,198.0, ,5316,936.0,33.0,53909.0,"8,852",04-20-2020
Rhode Island ,5090,384.0,155.0,5 ,4925,4817.0,147.0,37080.0,"35,093",04-20-2020
Arizona ,5064,135.0,187.0,3 ,4807,729.0,27.0,54500.0,"7,845",04-20-2020
Alabama ,4999,96.0,165.0,5 ,4814,1028.0,34.0,45712.0,"9,397",04-20-2020
US Military ,4849,,19.0, ,3771,,,,,04-20-2020
Mississippi ,4512,238.0,169.0,10 ,4343,1510.0,57.0,39065.0,"13,071",04-20-2020
South Carolina ,4377,,120.0, ,1519,883.0,24.0,40480.0,"8,168",04-20-2020
Wisconsin ,4346,,220.0, ,3932,752.0,38.0,49669.0,"8,596",04-20-2020
Nevada ,3830,105.0,158.0,3 ,2503,1310.0,54.0,39528.0,"13,524",04-20-2020
Iowa ,3159,257.0,79.0,4 ,1845,1008.0,25.0,25820.0,"8,243",04-20-2020
Utah ,3069,,27.0, ,2363,1008.0,9.0,63555.0,"20,870",04-20-2020
Kentucky ,2960,,148.0, ,1690,667.0,33.0,32319.0,"7,279",04-20-2020
District Of Columbia ,2927,134.0,105.0,9 ,2192,4276.0,153.0,14113.0,"20,618",04-20-2020
Delaware ,2745,207.0,72.0,5 ,2178,2891.0,76.0,16470.0,"17,346",04-20-2020
Oklahoma ,2680,81.0,143.0,3 ,1003,684.0,36.0,35536.0,"9,070",04-20-2020
Minnesota ,2470,114.0,143.0,9 ,1167,447.0,26.0,46850.0,"8,476",04-20-2020
Oregon ,1910,,74.0, ,1836,468.0,18.0,39038.0,"9,564",04-20-2020
Arkansas ,1853,72.0,41.0,2 ,1074,620.0,14.0,26483.0,"8,855",04-20-2020
Kansas ,1849,,92.0, ,1317,636.0,32.0,18130.0,"6,233",04-20-2020
New Mexico ,1845,,55.0, ,1303,882.0,26.0,37042.0,"17,703",04-20-2020
Idaho ,1672,,45.0, ,1042,991.0,27.0,17445.0,"10,336",04-20-2020
South Dakota ,1635,,7.0, ,982,1892.0,8.0,12062.0,"13,956",04-20-2020
Nebraska ,1474,,28.0, ,1424,774.0,15.0,15756.0,"8,272",04-20-2020
New Hampshire ,1392,,41.0, ,830,1036.0,31.0,14118.0,"10,507",04-20-2020
Puerto Rico ,1252,39.0,63.0,1 ,1185,370.0,19.0,11633.0,"3,435",04-20-2020
Navajo Nation ,1197,,44.0, ,1153,,,,,04-20-2020
West Virginia  ,902,12.0,24.0,4 ,653,493.0,13.0,22155.0,"12,113",04-20-2020
Maine ,875,8.0,35.0,1 ,426,657.0,26.0,14943.0,"11,212",04-20-2020
Vermont ,816,4.0,38.0, ,778,1306.0,61.0,12981.0,"20,770",04-20-2020
Federal Prisons ,804,,22.0, ,598,,,,,04-20-2020
North Dakota ,627,42.0,13.0,3 ,425,834.0,17.0,14747.0,"19,605",04-20-2020
Hawaii ,580,,10.0, ,156,408.0,7.0,24452.0,"17,195",04-20-2020
Montana ,433,,10.0, ,180,416.0,10.0,11051.0,"10,608",04-20-2020
Wyoming ,426,,2.0, ,191,732.0,3.0,7280.0,"12,512",04-20-2020
Alaska ,319,,9.0, ,157,432.0,12.0,9895.0,"13,398",04-20-2020
Guam ,136,,5.0, ,21,,,605.0,,04-20-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-20-2020
United States Virgin Islands ,53,,3.0, ,2,,,625.0,,04-20-2020
Northern Mariana Islands ,14,1.0,2.0, ,3,,,45.0,,04-20-2020
Wuhan Repatriated ,3,,, ,3,,,3.0,,04-20-2020
New York ,256272,4178.0,19410.0,481 ,212975,13063.0,989.0,649325.0,"33,098",04-21-2020
New Jersey ,88806,,4377.0, ,83158,9999.0,493.0,179682.0,"20,230",04-21-2020
Massachusetts ,39643,,1809.0, ,29716,5804.0,265.0,169398.0,"24,801",04-21-2020
Pennsylvania ,34528,614.0,1564.0,216 ,32314,2699.0,122.0,166851.0,"13,044",04-21-2020
California ,33897,211.0,1227.0,4 ,29333,866.0,31.0,280900.0,"7,175",04-21-2020
Michigan ,32000,,2468.0, ,26295,3214.0,248.0,118265.0,"11,877",04-21-2020
Illinois ,31508,,1349.0, ,29553,2457.0,105.0,148358.0,"11,571",04-21-2020
Florida ,27495,437.0,839.0,16 ,25970,1335.0,41.0,278888.0,"13,539",04-21-2020
Louisiana ,24854,331.0,1405.0,77 ,23399,5329.0,301.0,141835.0,"30,413",04-21-2020
Texas ,20196,374.0,517.0,12 ,14873,724.0,19.0,205399.0,"7,366",04-21-2020
Georgia ,19881,482.0,799.0,24 ,19051,1931.0,78.0,88140.0,"8,559",04-21-2020
Connecticut ,19815,,1331.0, ,18419,5533.0,372.0,62806.0,"17,536",04-21-2020
Maryland ,14193,509.0,652.0,70 ,12611,2364.0,109.0,73635.0,"12,265",04-21-2020
Ohio ,12919,,509.0, ,12290,1110.0,44.0,90839.0,"7,803",04-21-2020
Indiana ,12097,411.0,630.0,61 ,11453,1823.0,95.0,67264.0,"10,134",04-21-2020
Washington ,12085,,652.0, ,9651,1657.0,89.0,141011.0,"19,332",04-21-2020
Colorado ,10106,,449.0, ,9159,1827.0,81.0,47466.0,"8,582",04-21-2020
Virginia ,9630,640.0,324.0,24 ,7982,1145.0,39.0,58354.0,"6,936",04-21-2020
Tennessee ,7238,,152.0, ,3852,1088.0,23.0,100689.0,"15,139",04-21-2020
North Carolina ,7089,222.0,233.0,23 ,5973,698.0,23.0,83331.0,"8,205",04-21-2020
Missouri ,5831,,205.0, ,5079,957.0,34.0,56986.0,"9,357",04-21-2020
US Military ,5575,240.0,22.0, ,4070,,,,,04-21-2020
Rhode Island ,5500,410.0,171.0,16 ,5036,5205.0,162.0,39333.0,"37,226",04-21-2020
Arizona ,5251,187.0,208.0,21 ,4973,756.0,30.0,55152.0,"7,939",04-21-2020
Alabama ,5156,78.0,176.0,12 ,4960,1060.0,36.0,48387.0,"9,947",04-21-2020
Mississippi ,4716,204.0,183.0,14 ,4533,1578.0,61.0,52364.0,"17,520",04-21-2020
Wisconsin ,4499,,230.0, ,4075,779.0,40.0,51102.0,"8,844",04-21-2020
South Carolina ,4439,,124.0, ,1577,896.0,25.0,40480.0,"8,168",04-21-2020
Nevada ,3937,107.0,163.0,5 ,2605,1347.0,56.0,40464.0,"13,844",04-21-2020
Iowa ,3641,482.0,83.0,4 ,2265,1162.0,26.0,27615.0,"8,816",04-21-2020
Utah ,3213,,28.0, ,2506,1055.0,9.0,68311.0,"22,431",04-21-2020
District Of Columbia ,3098,171.0,112.0,7 ,2350,4526.0,164.0,14939.0,"21,825",04-21-2020
Kentucky ,3050,,154.0, ,1774,687.0,35.0,32820.0,"7,392",04-21-2020
Delaware ,2931,186.0,82.0,10 ,2284,3087.0,86.0,16656.0,"17,542",04-21-2020
Oklahoma ,2807,127.0,164.0,21 ,941,716.0,42.0,35536.0,"9,070",04-21-2020
Minnesota ,2567,97.0,160.0,17 ,1153,464.0,29.0,47697.0,"8,629",04-21-2020
Kansas ,2025,39.0,107.0,7 ,1478,696.0,37.0,18761.0,"6,450",04-21-2020
Arkansas ,1990,19.0,42.0, ,1149,665.0,14.0,27204.0,"9,096",04-21-2020
New Mexico ,1971,,58.0, ,1426,942.0,28.0,38755.0,"18,521",04-21-2020
Oregon ,1956,,75.0, ,1881,479.0,18.0,40045.0,"9,810",04-21-2020
Idaho  ,1736,,48.0, ,1028,1029.0,28.0,17445.0,"10,336",04-21-2020
South Dakota ,1685,,7.0, ,969,1950.0,8.0,12062.0,"13,956",04-21-2020
Nebraska ,1648,,33.0, ,1593,865.0,17.0,16478.0,"8,651",04-21-2020
New Hampshire ,1447,,42.0, ,884,1077.0,31.0,14295.0,"10,639",04-21-2020
Puerto Rico ,1252,,63.0, ,1185,370.0,19.0,11633.0,"3,435",04-21-2020
Navajo Nation ,1197,,44.0, ,1153,,,,,04-21-2020
West Virginia ,914,12.0,26.0,2 ,663,500.0,14.0,22357.0,"12,223",04-21-2020
Maine ,888,13.0,36.0,1 ,409,666.0,27.0,14943.0,"11,212",04-21-2020
Vermont ,818,2.0,40.0,2 ,778,1309.0,64.0,13111.0,"20,978",04-21-2020
Federal Prisons ,816,12.0,22.0, ,556,,,,,04-21-2020
North Dakota ,644,17.0,13.0, ,417,856.0,17.0,14987.0,"19,924",04-21-2020
Hawaii ,584,,10.0, ,151,411.0,7.0,24452.0,"17,195",04-21-2020
Montana ,437,4.0,12.0,2 ,152,419.0,12.0,11241.0,"10,791",04-21-2020
Wyoming ,428,,2.0, ,189,736.0,3.0,7386.0,"12,694",04-21-2020
Alaska ,321,,9.0, ,151,435.0,12.0,10124.0,"13,709",04-21-2020
Guam ,136,,5.0, ,21,,,605.0,,04-21-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-21-2020
United States Virgin Islands ,53,,3.0, ,2,,,625.0,,04-21-2020
Northern Mariana Islands ,14,,2.0, ,3,,,45.0,,04-21-2020
Wuhan Repatriated ,3,,, ,3,,,3.0,,04-21-2020
New York ,262081,5526.0,20167.0,474 ,212321,13359.0,"1,028",669982.0,"34,151",04-22-2020
New Jersey ,92387,,4753.0, ,86363,10402.0,535,185914.0,"20,932",04-22-2020
Massachusetts ,41199,,1961.0, ,31120,6032.0,287,175372.0,"25,676",04-22-2020
California ,35881,238.0,1332.0,34 ,31212,917.0,34,300100.0,"7,666",04-22-2020
Pennsylvania ,35293,,1614.0, ,33029,2759.0,126,171956.0,"13,443",04-22-2020
Illinois ,33059,,1468.0, ,30985,2578.0,114,154997.0,"12,089",04-22-2020
Michigan ,32967,,2700.0, ,26995,3311.0,271,121298.0,"12,182",04-22-2020
Florida ,28309,440.0,893.0,26 ,26730,1374.0,43,284206.0,"13,798",04-22-2020
Louisiana ,25258,404.0,1473.0,68 ,23735,5416.0,316,141672.0,"30,378",04-22-2020
Texas ,21069,473.0,543.0,15 ,15720,756.0,19,205399.0,"7,366",04-22-2020
Georgia ,20740,574.0,836.0,18 ,19873,2014.0,81,94072.0,"9,135",04-22-2020
Connecticut ,20360,,1423.0, ,18872,5685.0,397,64192.0,"17,923",04-22-2020
Maryland ,14775,582.0,698.0,46 ,13096,2461.0,116,76529.0,"12,748",04-22-2020
Ohio ,13725,,557.0, ,13048,1179.0,48,94239.0,"8,095",04-22-2020
Indiana ,12438,341.0,661.0,31 ,11763,1874.0,100,69470.0,"10,466",04-22-2020
Washington ,12282,,682.0, ,9818,1684.0,93,145031.0,"19,883",04-22-2020
Colorado ,10447,,486.0, ,9402,1889.0,88,48704.0,"8,805",04-22-2020
Virginia ,9630,,324.0, ,7982,1145.0,39,58354.0,"6,936",04-22-2020
Tennessee ,7394,,157.0, ,3409,1112.0,24,108182.0,"16,265",04-22-2020
North Carolina ,7333,220.0,261.0,20 ,6189,722.0,26,90336.0,"8,895",04-22-2020
Missouri ,6040,99.0,224.0,4 ,5269,992.0,37,57960.0,"9,517",04-22-2020
 Rhode Island ,5841,341.0,181.0,10 ,5367,5528.0,171,41722.0,"39,487",04-22-2020
US Military ,5575,,22.0, ,4070,,,,,04-22-2020
Alabama ,5445,118.0,193.0,7 ,5232,1119.0,40,48387.0,"9,947",04-22-2020
Arizona ,5251,,208.0, ,4973,756.0,30,55152.0,"7,939",04-22-2020
Mississippi ,4716,,183.0, ,4533,1578.0,61,52364.0,"17,520",04-22-2020
Wisconsin ,4620,,242.0, ,4184,800.0,42,52461.0,"9,079",04-22-2020
South Carolina ,4608,,135.0, ,1735,930.0,27,42441.0,"8,564",04-22-2020
Nevada ,4081,144.0,172.0,9 ,2068,1396.0,59,41534.0,"14,210",04-22-2020
Iowa ,3748,107.0,90.0,7 ,2230,1196.0,29,28244.0,"9,016",04-22-2020
Utah ,3296,,32.0, ,2376,1082.0,11,72358.0,"23,760",04-22-2020
District Of Columbia ,3206,108.0,127.0,15 ,2434,4684.0,186,15502.0,"22,647",04-22-2020
Delaware ,3200,269.0,89.0,7 ,2512,3370.0,94,16553.0,"17,433",04-22-2020
Kentucky ,3192,,171.0, ,1899,719.0,39,33328.0,"7,506",04-22-2020
Oklahoma ,2894,87.0,170.0,6 ,952,739.0,43,44489.0,"11,355",04-22-2020
Minnesota ,2721,154.0,179.0,19 ,1225,492.0,32,49344.0,"8,927",04-22-2020
Arkansas ,2262,272.0,43.0,1 ,1370,756.0,14,29057.0,"9,716",04-22-2020
Kansas ,2210,,109.0, ,1598,760.0,37,19101.0,"6,567",04-22-2020
New Mexico ,2072,,65.0, ,1478,990.0,31,40877.0,"19,536",04-22-2020
Oregon ,2002,,78.0, ,1924,490.0,19,40045.0,"9,810",04-22-2020
Idaho ,1766,,51.0, ,1005,1046.0,30,17730.0,"10,505",04-22-2020
South Dakota ,1755,,8.0, ,923,2031.0,9,12815.0,"14,827",04-22-2020
Nebraska ,1722,9.0,38.0,5 ,1662,904.0,20,16813.0,"8,827",04-22-2020
New Hampshire ,1491,,42.0, ,903,1110.0,31,15041.0,"11,194",04-22-2020
Puerto Rico ,1378,80.0,67.0,3 ,1307,407.0,20,11633.0,"3,435",04-22-2020
Navajo Nation ,1321,,45.0, ,1276,,,,,04-22-2020
West Virginia ,929,,26.0, ,678,508.0,14,25435.0,"13,906",04-22-2020
Maine ,907,19.0,39.0,3 ,413,681.0,29,14943.0,"11,212",04-22-2020
Federal Prisons ,863,,23.0, ,571,,,,,04-22-2020
Vermont ,823,5.0,40.0, ,783,1317.0,64,13462.0,"21,540",04-22-2020
North Dakota ,679,35.0,14.0,1 ,436,903.0,19,15589.0,"20,725",04-22-2020
Hawaii  ,586,,12.0, ,137,412.0,8,25579.0,"17,988",04-22-2020
Wyoming ,441,,6.0, ,181,758.0,10,7623.0,"13,102",04-22-2020
Montana ,439,2.0,14.0,2 ,129,421.0,13,11583.0,"11,119",04-22-2020
Alaska ,329,,9.0, ,152,445.0,12,11119.0,"15,056",04-22-2020
Guam ,136,,5.0, ,21,,,605.0,,04-22-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-22-2020
United States Virgin Islands ,54,1.0,3.0, ,3,,,688.0,,04-22-2020
Northern Mariana Islands ,14,,2.0, ,3,,,45.0,,04-22-2020
Wuhan Repatriated ,3,,, ,3,,,3.0,,04-22-2020
New York ,268512,6244.0,20792.0,438 ,218127,13687.0,"1,060",695920.0,"35,473",04-23-2020
New Jersey ,99989,4124.0,5368.0,305 ,93350,11258.0,604,199686.0,"22,482",04-23-2020
Massachusetts ,42944,,2182.0, ,32644,6287.0,319,180462.0,"26,421",04-23-2020
California ,37787,444.0,1438.0,19 ,33012,965.0,37,300100.0,"7,666",04-23-2020
Pennsylvania ,36892,,1713.0, ,34529,2884.0,134,171956.0,"13,443",04-23-2020
Illinois ,35108,,1565.0, ,32937,2738.0,122,164436.0,"12,825",04-23-2020
Michigan ,33966,,2813.0, ,27881,3411.0,283,121298.0,"12,182",04-23-2020
Florida ,28832,256.0,960.0,33 ,27186,1400.0,47,298587.0,"14,496",04-23-2020
Louisiana ,25739,481.0,1599.0,126 ,24090,5519.0,343,141858.0,"30,418",04-23-2020
Connecticut ,22469,,1544.0, ,20860,6274.0,431,69918.0,"19,522",04-23-2020
Texas ,21944,486.0,561.0,11 ,16577,787.0,20,225078.0,"8,072",04-23-2020
Georgia ,21512,410.0,872.0,26 ,20609,2089.0,85,101062.0,"9,814",04-23-2020
Maryland ,15737,962.0,748.0,50 ,13949,2621.0,125,80100.0,"13,342",04-23-2020
Ohio ,14117,,610.0, ,13387,1213.0,52,97998.0,"8,418",04-23-2020
Indiana ,13039,601.0,706.0,45 ,12319,1964.0,106,72040.0,"10,854",04-23-2020
